open,high,low,close,volume
120.0,120.95298,119.7146,120.59579,708901.4
120.59579,121.059654,118.48548,118.654976,546324.56
118.654976,120.65035,118.455,120.08408,709506.9
120.08408,122.46811,119.85037,121.894806,320908.2
121.894806,122.026955,117.87846,118.22461,439095.66
118.22461,118.68592,115.74237,115.842636,618878.9
115.842636,116.361275,114.97139,116.09395,554222.0
116.09395,116.93956,115.342606,115.53496,386161.47
115.53496,116.42554,115.117516,115.522156,661710.94
115.522156,115.85844,113.19779,113.998116,426335.3
113.998116,115.84022,113.82226,115.60566,395994.0
115.60566,117.32267,115.11842,117.04842,578646.9
117.04842,117.67728,116.25551,117.188225,500926.25
117.188225,120.138855,116.63339,119.30552,427406.0
119.30552,120.72626,119.03373,120.205635,423074.2
120.205635,120.34747,117.89651,118.60814,362733.75
118.60814,119.44496,117.94204,119.317276,444026.22
119.317276,119.60351,117.15281,117.54708,695486.06
117.54708,120.008705,117.415955,119.20289,538061.7
119.20289,119.82176,119.02708,119.12752,666597.44
119.12752,119.696594,118.01102,118.79947,583724.25
118.79947,119.16156,117.18995,117.55039,416103.6
117.55039,120.737785,117.343056,119.85397,304863.97
119.85397,120.229645,119.047424,119.58103,378627.1
119.58103,120.38277,117.9266,118.79538,408804.62
118.79538,119.643166,118.056435,118.15658,399427.88
118.15658,119.67161,118.016525,119.16958,671097.25
119.16958,120.729965,118.72353,119.87584,669000.4
119.87584,121.00786,119.207184,120.67611,970850.0
120.67611,122.17905,120.17392,121.51634,397618.0
121.51634,125.88139,120.64772,125.70405,807418.9
125.70405,126.225235,124.78387,124.921265,805923.06
124.921265,125.212036,123.54028,123.93662,466346.53
123.93662,124.08934,121.976166,122.37724,576326.7
122.37724,123.68975,121.98589,123.58917,725476.06
123.58917,126.2142,123.06471,125.82554,491238.97
125.82554,126.45031,124.81654,125.61926,479954.16
125.61926,126.12344,123.61023,123.98718,414224.0
123.98718,124.34997,121.66431,122.40651,246311.39
122.40651,124.65236,122.183075,123.68614,510683.28
123.68614,126.09357,123.097244,125.16165,404093.9
125.16165,126.468124,124.7304,126.25628,362130.1
126.25628,126.72711,124.38323,124.95914,567514.1
124.95914,126.111694,124.76532,125.436134,323504.97
125.436134,126.43848,124.489784,125.68617,636785.0
125.68617,126.56602,124.78003,126.13918,578065.94
126.13918,128.67903,125.30112,127.90188,443434.5
127.90188,128.58682,126.99193,128.37279,490593.06
128.37279,130.18001,128.13826,129.77266,349863.03
129.77266,130.69283,129.20721,129.93082,626224.94
129.93082,131.22548,129.53578,130.54384,528909.5
130.54384,132.75467,129.62009,131.86844,540861.44
131.86844,132.01607,128.62206,128.89659,581246.7
128.89659,129.1574,127.9681,128.26904,412354.53
128.26904,128.41412,126.621956,127.34195,316996.47
127.34195,127.6156,125.90781,126.086525,666342.4
126.086525,126.18964,124.81012,125.56067,614754.9
125.56067,129.13226,125.22321,128.57161,425813.06
128.57161,129.15422,126.155815,126.84986,565291.3
126.84986,129.52086,125.96515,128.81882,729238.0
128.81882,129.27165,124.82806,125.4689,703605.9
125.4689,125.57056,124.54169,124.828125,422099.25
124.828125,125.86406,124.68634,125.16773,319890.84
125.16773,126.49618,125.029594,126.348076,336784.6
126.348076,128.67593,126.16906,127.79087,455360.9
127.79087,129.5401,127.165146,129.41742,775341.25
129.41742,130.00584,128.30937,128.72841,401848.22
128.72841,129.64618,127.49329,127.81415,418095.44
127.81415,130.20052,127.514854,129.5728,415521.66
129.5728,130.2335,128.23257,129.20288,426276.78
129.20288,129.92873,126.44617,126.65254,498318.8
126.65254,126.86214,124.06451,124.43128,340560.6
124.43128,125.12443,122.15492,122.66136,692228.5
122.66136,124.51329,122.56438,123.64452,478741.97
123.64452,124.89452,122.74017,123.94122,1.0518949e+06
123.94122,125.80775,123.756584,125.3156,351615.0
125.3156,125.72023,123.79422,124.49437,805584.4
124.49437,125.58946,123.841515,124.82478,759007.56
124.82478,126.66438,124.01079,126.08004,441908.53
126.08004,126.409225,124.8085,125.486595,444117.84
125.486595,126.66575,124.70357,126.41198,379258.78
126.41198,126.664024,124.648254,125.1203,380566.78
125.1203,125.62598,123.89718,124.426094,499909.12
124.426094,124.67408,122.986824,123.699326,503114.06
123.699326,123.81402,120.825516,121.4102,309173.16
121.4102,122.505226,120.874466,122.3637,994917.4
122.3637,123.266426,121.208534,121.481155,462549.25
121.481155,121.682274,121.16329,121.52375,509939.34
121.52375,122.626076,121.11931,122.46613,414360.72
122.46613,123.84087,122.36164,123.34934,461510.7
123.34934,124.982574,122.88737,124.66786,449099.6
124.66786,125.61657,124.39332,124.49379,499560.62
124.49379,125.39555,123.093,123.68565,497816.28
123.68565,124.137825,122.835754,123.54947,636553.2
123.54947,124.03965,119.754005,120.328125,535271.5
120.328125,120.74275,116.96417,117.634964,617632.1
117.634964,117.759155,115.13688,115.22762,498530.53
115.22762,115.557495,113.31241,113.44953,535919.44
113.44953,114.37278,112.79864,114.1836,465083.25
114.1836,114.35635,111.85496,112.58421,675559.75
112.58421,113.12036,111.27547,111.93292,550812.7
111.93292,114.43429,111.31885,114.264336,476842.22
114.264336,114.43766,112.98332,113.64251,472593.25
113.64251,115.46993,112.95738,114.987816,483879.7
114.987816,115.438774,112.65593,113.326935,504587.5
113.326935,113.52671,112.29839,112.97825,491616.9
112.97825,113.07077,111.17158,111.31763,422823.8
111.31763,111.55752,110.60503,110.74188,628966.7
110.74188,112.5104,110.37127,112.2344,641000.94
112.2344,112.959274,108.7448,109.23926,853858.2
109.23926,110.8064,108.56285,110.0061,417180.6
110.0061,110.840385,109.65854,110.435715,610659.6
110.435715,110.83966,109.124504,109.42401,281988.7
109.42401,110.06268,106.30001,106.97668,641186.94
106.97668,107.67498,106.703415,107.11474,322993.9
107.11474,107.33887,105.5399,106.241585,372154.38
106.241585,106.81337,106.02456,106.648,552401.8
106.648,107.11604,106.292336,106.70111,414950.16
106.70111,109.96805,106.31381,109.44378,398258.8
109.44378,109.63754,108.731445,109.048775,432318.8
109.048775,109.36129,107.2346,107.321655,622345.8
107.321655,107.959785,107.05803,107.64164,377942.1
107.64164,108.316956,107.29931,108.03184,491942.4
108.03184,110.83355,107.70666,110.38618,446308.84
110.38618,112.47055,109.68473,111.86474,639428.8
111.86474,113.00727,111.739105,112.51251,644828.6
112.51251,115.40823,112.113785,115.15316,288306.34
115.15316,115.327835,112.915726,113.03478,684125.2
